,Item_ID,Weight,FatContent,Visibility,Category,Max_Price,Store_ID,Store_Establishment_Year,Store_Size,Store_Location_Type,Store_Type,Predicted_Sales
4759,FDV52,20.7,Regular,0.121419594,Frozen Foods,117.5466,OUT013,1987,High,Tier 3,Supermarket Type1,1799.0544685005552
4760,NCL07,13.85,Low_Fat,0.031332632,Others,40.548,OUT035,2004,Small,Tier 2,Supermarket Type1,679.7855449280869
4761,DRJ11,12.35,Low_Fat,0.084679095,Hard Drinks,190.6872,OUT027,1985,Medium,Tier 3,Supermarket Type3,4440.636786041556
4762,DRO59,11.8,Low_Fat,0.054109186,Hard Drinks,74.7012,OUT013,1987,High,Tier 3,Supermarket Type1,1147.9057049872054
4764,NCQ30,7.725,Low_Fat,0.029066785,Household,121.0414,OUT035,2004,Small,Tier 2,Supermarket Type1,2027.0673873713786
4765,NCN54,12.35,Low_Fat,0.037339898,Household,75.2328,OUT019,1985,Small,Tier 1,Grocery Store,-739.2463295098751
4766,FDY01,12.35,Regular,0.169458887,Canned,116.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,3292.0875656932285
4767,FDX39,14.3,Regular,0.049666763,Meat,212.9586,OUT035,2004,Small,Tier 2,Supermarket Type1,3547.1366422755755
4768,FDH53,12.35,Regular,0.019106758,Frozen Foods,82.6592,OUT027,1985,Medium,Tier 3,Supermarket Type3,2765.6842637426553
4769,FDA57,18.85,Low_Fat,0.039636104,Snack Foods,41.648,OUT035,2004,Small,Tier 2,Supermarket Type1,717.247572537327
4771,FDU28,19.2,Regular,0.093840193,Frozen Foods,188.0214,OUT013,1987,High,Tier 3,Supermarket Type1,2955.236512007592
4773,FDR36,6.715,Regular,0.122081667,Baking Goods,43.8454,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.34786814780455
4774,NCQ17,10.3,Low_Fat,0.116910445,Health and Hygiene,154.563,OUT035,2004,Small,Tier 2,Supermarket Type1,2592.338063489615
4775,FDS28,12.35,Regular,0.144274551,Frozen Foods,55.2588,OUT019,1985,Small,Tier 1,Grocery Store,-1069.9854392813631
4777,FDU22,12.35,Low_Fat,0.093296553,Snack Foods,120.0124,OUT046,1997,Small,Tier 1,Supermarket Type1,1896.8236672687735
4780,FDM21,12.35,Low_Fat,0.112693192,Snack Foods,256.2646,OUT019,1985,Small,Tier 1,Grocery Store,2193.329710464188
4782,FDV36,18.7,Low_Fat,0.026409147,Baking Goods,126.102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1705.0187215101387
4783,FDT10,12.35,Regular,0.061744052,Snack Foods,59.2562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2387.7355936322037
4785,NCU30,12.35,Low_Fat,0.034705807000000005,Household,163.721,OUT027,1985,Medium,Tier 3,Supermarket Type3,4033.9050215014113
4786,NCV06,11.3,Low_Fat,0.0,Household,192.8478,OUT049,1999,Medium,Tier 1,Supermarket Type1,3181.0138623634048
4787,FDT16,9.895,Regular,0.0,Frozen Foods,261.8278,OUT035,2004,Small,Tier 2,Supermarket Type1,4327.453792781229
4788,NCP41,12.35,Low_Fat,0.016132205,Health and Hygiene,108.2596,OUT027,1985,Medium,Tier 3,Supermarket Type3,3221.612920088707
4790,FDC22,6.89,Regular,0.136402598,Snack Foods,191.882,OUT035,2004,Small,Tier 2,Supermarket Type1,3181.3798240364713
4791,FDU10,10.1,Regular,0.045683383,Snack Foods,38.2848,OUT035,2004,Small,Tier 2,Supermarket Type1,720.2591007527581
4793,FDO08,11.1,Regular,0.053858987,Fruits and Vegetables,166.0526,OUT049,1999,Medium,Tier 1,Supermarket Type1,2834.7445135861326
4794,NCV42,6.26,Low_Fat,0.031549979,Household,109.8228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1469.738606437595
4795,FDP33,18.7,Low_Fat,0.08925537300000001,Snack Foods,253.9672,OUT035,2004,Small,Tier 2,Supermarket Type1,4122.134569018551
4796,FDJ12,8.895,Regular,0.039041114,Baking Goods,206.5296,OUT046,1997,Small,Tier 1,Supermarket Type1,3344.227023808331
4798,NCU54,8.88,Low_Fat,0.098540307,Household,211.127,OUT013,1987,High,Tier 3,Supermarket Type1,3356.9963894722277
4800,FDT37,12.35,Low_Fat,0.03509937,Canned,255.6014,OUT027,1985,Medium,Tier 3,Supermarket Type3,5584.730412603388
4802,FDA16,6.695,Low_Fat,0.033913749,Frozen Foods,220.3456,OUT013,1987,High,Tier 3,Supermarket Type1,3571.2698091118145
4803,NCS42,12.35,Low_Fat,0.121539272,Household,92.4146,OUT019,1985,Small,Tier 1,Grocery Store,-494.81365986393394
4804,FDP10,12.35,Low_Fat,0.224269298,Snack Foods,104.4622,OUT019,1985,Small,Tier 1,Grocery Store,-297.3172100414904
4805,FDQ28,14.0,Regular,0.06052101,Frozen Foods,152.9656,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.587934380559
4807,FDK02,12.5,Low_Fat,0.112131275,Canned,118.244,OUT013,1987,High,Tier 3,Supermarket Type1,1901.469971794104
4808,FDW47,15.0,Low_Fat,0.04656414,Breads,121.0414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1649.4257077125458
4809,NCC42,15.0,Low_Fat,0.045091342,Health and Hygiene,139.4838,OUT018,2009,Medium,Tier 3,Supermarket Type2,1963.447492632161
4810,FDQ37,20.75,Low_Fat,0.08962427699999999,Breakfast,193.9478,OUT018,2009,Medium,Tier 3,Supermarket Type2,2915.006274602313
4811,FDL40,17.7,Low_Fat,0.011613156,Frozen Foods,95.041,OUT046,1997,Small,Tier 1,Supermarket Type1,1476.916232324893
4813,FDQ34,12.35,Low_Fat,0.16145695,Snack Foods,104.4622,OUT027,1985,Medium,Tier 3,Supermarket Type3,3072.452309802349
4814,NCB54,8.76,Low_Fat,0.050052711,Health and Hygiene,128.4336,OUT046,1997,Small,Tier 1,Supermarket Type1,2103.198421953124
4815,FDS48,15.15,Low_Fat,0.0,Baking Goods,149.3708,OUT049,1999,Medium,Tier 1,Supermarket Type1,2503.9209983496366
4817,NCT30,9.1,Low_Fat,0.080226072,Household,45.7718,OUT013,1987,High,Tier 3,Supermarket Type1,696.7496496114272
4818,FDU49,12.35,Regular,0.030545722,Canned,85.454,OUT027,1985,Medium,Tier 3,Supermarket Type3,2848.7923896780576
4819,FDE21,12.8,Low_Fat,0.022944688,Fruits and Vegetables,115.0492,OUT046,1997,Small,Tier 1,Supermarket Type1,1898.0493110713178
4820,FDS49,12.35,Low_Fat,0.138923761,Canned,78.4644,OUT019,1985,Small,Tier 1,Grocery Store,-656.840797694962
4821,FDT38,12.35,Low_Fat,0.057258817,Dairy,85.3566,OUT027,1985,Medium,Tier 3,Supermarket Type3,2727.701074687835
4823,FDC41,15.6,Low_Fat,0.116891138,Frozen Foods,75.767,OUT035,2004,Small,Tier 2,Supermarket Type1,1241.6405746509645
4825,NCZ42,10.5,Low_Fat,0.011333911,Household,236.8248,OUT018,2009,Medium,Tier 3,Supermarket Type2,3498.9949751800295
4827,NCV17,18.85,Low_Fat,0.016173165,Health and Hygiene,131.1626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1816.7019684072066
4828,DRK39,7.02,Low_Fat,0.0,Dairy,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1384.4274590657087
4829,FDS37,7.655,Low_Fat,0.032074998,Canned,114.5492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1606.7385263124233
4830,FDV12,12.35,Regular,0.106583703,Baking Goods,96.7384,OUT019,1985,Small,Tier 1,Grocery Store,-366.1249308169663
4831,NCG19,20.25,Low_Fat,0.148536185,Household,235.9616,OUT018,2009,Medium,Tier 3,Supermarket Type2,3371.768587628204
4832,FDS51,13.35,Low_Fat,0.032153714,Meat,62.6194,OUT013,1987,High,Tier 3,Supermarket Type1,1041.8883518242646
4833,NCO14,9.6,Low_Fat,0.029643872,Household,43.2086,OUT046,1997,Small,Tier 1,Supermarket Type1,657.141505364054
4834,FDC38,15.7,Low_Fat,0.122493968,Canned,133.9942,OUT046,1997,Small,Tier 1,Supermarket Type1,2116.8640195437474
4835,FDN15,17.5,Low_Fat,0.0,Meat,140.418,OUT046,1997,Small,Tier 1,Supermarket Type1,2268.2581080797345
4836,NCH42,6.86,Low_Fat,0.036506915,Household,228.201,OUT013,1987,High,Tier 3,Supermarket Type1,3668.7571305478923
4837,FDQ22,16.75,Low_Fat,0.029739652,Snack Foods,37.7822,OUT046,1997,Small,Tier 1,Supermarket Type1,568.4724004218951
4838,FDC05,13.1,Regular,0.09870238,Frozen Foods,195.2768,OUT013,1987,High,Tier 3,Supermarket Type1,3108.003223616737
4839,FDZ31,15.35,Regular,0.113123006,Fruits and Vegetables,191.9504,OUT013,1987,High,Tier 3,Supermarket Type1,3107.5675995831753
4840,DRJ23,18.35,Low_Fat,0.041733666,Hard Drinks,190.1872,OUT049,1999,Medium,Tier 1,Supermarket Type1,3069.7312607443355
4841,FDC52,11.15,Regular,0.0,Dairy,151.2708,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.0544259493736
4844,FDD32,17.7,Regular,0.040931994,Fruits and Vegetables,81.6276,OUT046,1997,Small,Tier 1,Supermarket Type1,1327.519096245469
4845,FDR01,5.405,Regular,0.05370465,Canned,201.0742,OUT049,1999,Medium,Tier 1,Supermarket Type1,3404.422335424568
4846,FDY08,12.35,Regular,0.299530629,Fruits and Vegetables,139.9838,OUT019,1985,Small,Tier 1,Grocery Store,308.59973553837335
4848,DRN11,12.35,Low_Fat,0.16219103699999998,Hard Drinks,144.7444,OUT027,1985,Medium,Tier 3,Supermarket Type3,3669.917199934669
4849,NCS05,11.5,Low_Fat,0.021063528,Health and Hygiene,134.4942,OUT018,2009,Medium,Tier 3,Supermarket Type2,1913.9150306178508
4850,FDY32,7.605,Low_Fat,0.129216604,Fruits and Vegetables,162.921,OUT035,2004,Small,Tier 2,Supermarket Type1,2764.0756312795074
4852,NCE06,5.825,Low_Fat,0.091627467,Household,161.6894,OUT049,1999,Medium,Tier 1,Supermarket Type1,2677.008165891115
4853,NCP14,8.275,Low_Fat,0.110289757,Household,102.8306,OUT046,1997,Small,Tier 1,Supermarket Type1,1595.383577171042
4854,NCF18,12.35,Low_Fat,0.15579704,Household,191.3504,OUT019,1985,Small,Tier 1,Grocery Store,1087.0429840124807
4855,FDF14,7.55,Low_Fat,0.027280495,Canned,151.234,OUT018,2009,Medium,Tier 3,Supermarket Type2,2200.7011774076336
4857,NCH54,13.5,Low_Fat,0.072782102,Household,159.49200000000005,OUT049,1999,Medium,Tier 1,Supermarket Type1,2601.474907935746
4858,FDU27,18.6,Regular,0.171444454,Meat,49.5376,OUT035,2004,Small,Tier 2,Supermarket Type1,838.6629636576627
4859,FDS58,12.35,Regular,0.020904887,Snack Foods,158.9578,OUT027,1985,Medium,Tier 3,Supermarket Type3,4011.0011050423227
4860,NCU29,7.685,Low_Fat,0.02547263,Health and Hygiene,144.576,OUT035,2004,Small,Tier 2,Supermarket Type1,2482.855744473334
4861,FDJ57,7.42,Regular,0.021555692,Seafood,186.0582,OUT013,1987,High,Tier 3,Supermarket Type1,3158.017767222893
4862,FDL56,14.1,Low_Fat,0.125976163,Fruits and Vegetables,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.4848658889568
4863,FDH60,19.7,Regular,0.080721764,Baking Goods,195.611,OUT035,2004,Small,Tier 2,Supermarket Type1,3188.577969238453
4864,FDN24,14.1,Low_Fat,0.113728834,Baking Goods,53.7956,OUT018,2009,Medium,Tier 3,Supermarket Type2,533.8587184433381
4867,FDB28,12.35,Low_Fat,0.092933158,Dairy,197.6426,OUT027,1985,Medium,Tier 3,Supermarket Type3,4524.251050046298
4869,NCG30,20.2,Low_Fat,0.112778767,Household,123.5046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1572.802560809967
4870,FDJ14,10.3,Regular,0.050148322,Canned,79.396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1413.7851704001587
4872,NCG19,12.35,Low_Fat,0.147217192,Household,234.1616,OUT027,1985,Medium,Tier 3,Supermarket Type3,5126.057825600415
4873,NCN41,17.0,Low_Fat,0.05219943,Health and Hygiene,123.673,OUT035,2004,Small,Tier 2,Supermarket Type1,2077.973070575399
4874,FDW22,9.695,Regular,0.03026518,Snack Foods,223.4114,OUT013,1987,High,Tier 3,Supermarket Type1,3624.9941970636037
4875,FDI02,15.7,Regular,0.114469755,Canned,112.1202,OUT013,1987,High,Tier 3,Supermarket Type1,1787.609185115729
4877,FDV48,9.195,Regular,0.051616858,Baking Goods,79.6644,OUT046,1997,Small,Tier 1,Supermarket Type1,1292.09547812655
4878,NCL17,12.35,Low_Fat,0.118673527,Health and Hygiene,141.2812,OUT019,1985,Small,Tier 1,Grocery Store,368.86652434577263
4882,FDI27,8.71,Regular,0.045977618,Dairy,46.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,788.5637711504596
4883,FDN51,17.85,Regular,0.020946828,Meat,261.3936,OUT046,1997,Small,Tier 1,Supermarket Type1,4213.984691131057
4884,FDW07,18.0,Regular,0.142661865,Fruits and Vegetables,87.3514,OUT035,2004,Small,Tier 2,Supermarket Type1,1481.8274684588196
4885,FDN45,19.35,Low_Fat,0.118286387,Snack Foods,223.7088,OUT049,1999,Medium,Tier 1,Supermarket Type1,3626.0991521549686
4886,DRN37,12.35,Low_Fat,0.0,Soft Drinks,166.0158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4080.181542879006
4887,DRF48,5.73,Low_Fat,0.051882003,Soft Drinks,188.1898,OUT049,1999,Medium,Tier 1,Supermarket Type1,3116.081806847843
4888,FDP38,12.35,Low_Fat,0.056206622000000005,Canned,51.3008,OUT019,1985,Small,Tier 1,Grocery Store,-1062.780850911131
4889,NCX18,12.35,Low_Fat,0.008751398,Household,196.111,OUT027,1985,Medium,Tier 3,Supermarket Type3,4566.164133505262
4890,FDK45,11.65,Low_Fat,0.033996111,Seafood,114.786,OUT018,2009,Medium,Tier 3,Supermarket Type2,1676.3763065523244
4891,FDZ37,8.1,Regular,0.019799238,Canned,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1553.9715943749325
4892,FDS50,17.0,Low_Fat,0.055659189000000005,Dairy,223.7114,OUT018,2009,Medium,Tier 3,Supermarket Type2,3196.2470556348726
4893,NCR54,16.35,Low_Fat,0.090931104,Household,195.711,OUT018,2009,Medium,Tier 3,Supermarket Type2,2769.1973731167063
4894,NCS17,18.6,Low_Fat,0.080486221,Health and Hygiene,94.5436,OUT035,2004,Small,Tier 2,Supermarket Type1,1587.500014054127
4895,FDV31,9.8,Low_Fat,0.106717322,Fruits and Vegetables,178.33700000000005,OUT046,1997,Small,Tier 1,Supermarket Type1,2904.5282577318612
4897,FDN60,15.1,Low_Fat,0.095078893,Baking Goods,159.6604,OUT013,1987,High,Tier 3,Supermarket Type1,2537.7926586909016
4898,FDK26,5.46,Regular,0.032150627,Canned,185.124,OUT013,1987,High,Tier 3,Supermarket Type1,3059.7248802794275
4899,FDX37,16.2,Low_Fat,0.063286094,Canned,100.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,1313.281663722747
4900,FDW31,11.35,Regular,0.043158104,Fruits and Vegetables,197.6742,OUT046,1997,Small,Tier 1,Supermarket Type1,3236.8599330591805
4901,FDX26,17.7,Low_Fat,0.088166215,Dairy,183.8292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2536.3345079760293
4902,DRL49,12.35,Low_Fat,0.098799937,Soft Drinks,142.2812,OUT019,1985,Small,Tier 1,Grocery Store,313.8187182220681
4904,FDY58,11.65,Low_Fat,0.039918581,Snack Foods,228.7694,OUT046,1997,Small,Tier 1,Supermarket Type1,3675.262272005307
4908,FDG31,12.15,Low_Fat,0.038050764,Meat,65.9826,OUT018,2009,Medium,Tier 3,Supermarket Type2,805.1773073836212
4910,FDS13,6.465,Low_Fat,0.124699691,Canned,266.0884,OUT049,1999,Medium,Tier 1,Supermarket Type1,4413.06855641455
4911,FDP16,18.6,Low_Fat,0.039287423,Frozen Foods,246.8802,OUT035,2004,Small,Tier 2,Supermarket Type1,4011.955993882746
4912,FDA35,14.85,Regular,0.053792758,Baking Goods,121.0072,OUT013,1987,High,Tier 3,Supermarket Type1,1937.6579921972188
4913,DRP47,15.75,Low_Fat,0.141176075,Hard Drinks,253.8382,OUT018,2009,Medium,Tier 3,Supermarket Type2,3681.92947745572
4915,FDY20,12.5,Regular,0.081737302,Fruits and Vegetables,90.9488,OUT035,2004,Small,Tier 2,Supermarket Type1,1597.3709703779277
4917,NCR29,12.35,Low_Fat,0.09566912,Health and Hygiene,56.793,OUT019,1985,Small,Tier 1,Grocery Store,-984.4104964094367
4918,NCP05,19.6,Low_Fat,0.0,Health and Hygiene,149.8024,OUT013,1987,High,Tier 3,Supermarket Type1,2414.9170705961787
4919,NCF30,12.35,Low_Fat,0.22103705,Household,124.8362,OUT019,1985,Small,Tier 1,Grocery Store,-10.594357045190918
4920,FDA08,11.85,Regular,0.0,Fruits and Vegetables,165.6526,OUT035,2004,Small,Tier 2,Supermarket Type1,2837.445481718396
4921,FDN51,12.35,Regular,0.020845392,Meat,260.5936,OUT027,1985,Medium,Tier 3,Supermarket Type3,5687.809789777864
4922,FDH12,9.6,Low_Fat,0.084953662,Baking Goods,107.028,OUT046,1997,Small,Tier 1,Supermarket Type1,1712.3302021362106
4925,FDB40,17.5,Regular,0.007539885,Dairy,145.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.0223196528923
4926,FDH02,7.27,Regular,0.020813453,Canned,89.6488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1609.1528933807313
4927,FDY11,12.35,Regular,0.029417303,Baking Goods,64.1142,OUT027,1985,Medium,Tier 3,Supermarket Type3,2483.208682514586
4928,FDQ09,12.35,Low_Fat,0.10178199,Snack Foods,113.6834,OUT019,1985,Small,Tier 1,Grocery Store,-101.24448818004566
4929,FDP16,18.6,Low_Fat,0.039262153,Frozen Foods,247.2802,OUT013,1987,High,Tier 3,Supermarket Type1,3929.937709324462
4930,NCF55,6.675,Low_Fat,0.021754595,Household,34.1874,OUT018,2009,Medium,Tier 3,Supermarket Type2,251.51808280572004
4931,FDY09,12.35,Low_Fat,0.025078117,Snack Foods,176.7054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4289.987036357498
4933,NCU53,5.485,Low_Fat,0.04281828,Health and Hygiene,163.9842,OUT049,1999,Medium,Tier 1,Supermarket Type1,2809.7038354576416
4934,NCT41,15.7,Low_Fat,0.056077341,Health and Hygiene,152.1024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2549.9212824252427
4935,FDJ45,17.75,Low_Fat,0.073410642,Seafood,35.9216,OUT046,1997,Small,Tier 1,Supermarket Type1,633.2369666595141
4936,FDR28,13.85,Regular,0.025874934,Frozen Foods,163.421,OUT013,1987,High,Tier 3,Supermarket Type1,2617.9531380025073
4937,FDN08,7.72,Regular,0.088291127,Fruits and Vegetables,118.7466,OUT013,1987,High,Tier 3,Supermarket Type1,1984.0533599283208
4938,FDJ07,7.26,Low_Fat,0.0,Meat,114.515,OUT049,1999,Medium,Tier 1,Supermarket Type1,2024.1781679690166
4939,FDZ09,12.35,Low_Fat,0.104371086,Snack Foods,164.4868,OUT027,1985,Medium,Tier 3,Supermarket Type3,4062.3040384137494
4941,FDY12,12.35,Regular,0.139930125,Baking Goods,50.5008,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.9558080307697
4942,FDK57,10.195,Low_Fat,0.08029289,Snack Foods,120.844,OUT046,1997,Small,Tier 1,Supermarket Type1,1928.5722272665653
4943,FDD20,14.15,Low_Fat,0.0,Fruits and Vegetables,123.3046,OUT049,1999,Medium,Tier 1,Supermarket Type1,2141.999177969152
4944,FDS36,8.38,Regular,0.047078339,Baking Goods,111.357,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.5618738454577
4945,FDI40,11.5,Regular,0.12579823099999998,Frozen Foods,102.5358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1707.6996382447542
4947,FDE08,18.2,Low_Fat,0.049278643,Fruits and Vegetables,147.1734,OUT013,1987,High,Tier 3,Supermarket Type1,2387.208682401957
4948,DRK01,7.63,Low_Fat,0.061013491,Soft Drinks,96.0436,OUT013,1987,High,Tier 3,Supermarket Type1,1519.6283501867392
4949,FDC58,10.195,Low_Fat,0.042007527,Snack Foods,43.2428,OUT049,1999,Medium,Tier 1,Supermarket Type1,802.5540725029705
4950,FDE50,19.7,Regular,0.016205646,Canned,188.8556,OUT046,1997,Small,Tier 1,Supermarket Type1,3023.347964548904
4951,FDX48,17.75,Regular,0.037880729,Baking Goods,152.7656,OUT035,2004,Small,Tier 2,Supermarket Type1,2526.4153681588086
4952,DRM35,9.695,Low_Fat,0.07073151700000001,Hard Drinks,178.0344,OUT018,2009,Medium,Tier 3,Supermarket Type2,2524.421339377286
4953,FDG41,8.84,Regular,0.076498396,Frozen Foods,108.9228,OUT013,1987,High,Tier 3,Supermarket Type1,1750.6430131492798
4954,FDB52,17.75,Low_Fat,0.030435601,Dairy,255.9672,OUT046,1997,Small,Tier 1,Supermarket Type1,4002.721996317782
4957,FDI26,5.94,Low_Fat,0.034857707,Canned,180.4344,OUT013,1987,High,Tier 3,Supermarket Type1,2974.5651889677556
4958,FDU11,12.35,Low_Fat,0.162119533,Breads,121.2098,OUT019,1985,Small,Tier 1,Grocery Store,12.337434258070061
4959,FDF59,12.35,Low_Fat,0.124739062,Starchy Foods,128.102,OUT019,1985,Small,Tier 1,Grocery Store,73.95387128896982
4960,FDR07,21.35,Low_Fat,0.07786478,Fruits and Vegetables,97.0094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1643.4509991208197
4962,FDE10,6.67,Regular,0.089948119,Snack Foods,132.6626,OUT046,1997,Small,Tier 1,Supermarket Type1,2142.6915515098945
4963,NCO55,12.8,Low_Fat,0.091037229,Others,108.9938,OUT046,1997,Small,Tier 1,Supermarket Type1,1663.4503934383229
4964,FDZ13,7.84,Regular,0.0,Canned,51.035,OUT013,1987,High,Tier 3,Supermarket Type1,895.5894952869257
4968,NCM05,6.825,Low_Fat,0.059797172,Health and Hygiene,263.2226,OUT013,1987,High,Tier 3,Supermarket Type1,4299.312179085602
4969,FDK04,7.36,Low_Fat,0.0,Frozen Foods,59.2588,OUT013,1987,High,Tier 3,Supermarket Type1,983.1300395219387
4972,DRC25,5.73,Low_Fat,0.045442396,Soft Drinks,85.4882,OUT049,1999,Medium,Tier 1,Supermarket Type1,1462.7447527633894
4974,FDD45,12.35,Low_Fat,0.115686024,Fruits and Vegetables,96.0436,OUT027,1985,Medium,Tier 3,Supermarket Type3,3011.233872369886
4975,NCD07,9.1,Low_Fat,0.055654536,Household,114.1518,OUT018,2009,Medium,Tier 3,Supermarket Type2,1512.6666405619362
4977,FDL12,15.85,Regular,0.121821828,Baking Goods,60.722,OUT049,1999,Medium,Tier 1,Supermarket Type1,1028.7325262546474
4979,FDC60,5.425,Regular,0.114450757,Baking Goods,90.3514,OUT035,2004,Small,Tier 2,Supermarket Type1,1566.6116196110343
4983,FDN24,14.1,Low_Fat,0.113173172,Baking Goods,52.9956,OUT013,1987,High,Tier 3,Supermarket Type1,817.2392321102525
4984,FDH44,19.1,Regular,0.025850623,Fruits and Vegetables,149.0418,OUT013,1987,High,Tier 3,Supermarket Type1,2426.3794223689874
4987,FDQ55,13.65,Regular,0.013058345,Fruits and Vegetables,116.3834,OUT049,1999,Medium,Tier 1,Supermarket Type1,2033.9835743018502
4988,FDV32,12.35,Low_Fat,0.088278814,Fruits and Vegetables,62.051,OUT027,1985,Medium,Tier 3,Supermarket Type3,2473.787134091229
4991,NCL55,12.35,Low_Fat,0.064347565,Others,253.504,OUT027,1985,Medium,Tier 3,Supermarket Type3,5459.173543858942
4993,FDX03,15.85,Regular,0.061095976,Meat,44.6744,OUT046,1997,Small,Tier 1,Supermarket Type1,716.695540145719
4996,FDA25,16.5,Regular,0.06823167299999999,Canned,102.899,OUT049,1999,Medium,Tier 1,Supermarket Type1,1747.4301710419895
4997,FDH21,10.395,Low_Fat,0.03135221,Seafood,158.6604,OUT018,2009,Medium,Tier 3,Supermarket Type2,2392.524611721291
4999,FDT34,12.35,Low_Fat,0.305264825,Snack Foods,105.5964,OUT019,1985,Small,Tier 1,Grocery Store,-310.3756320092725
5001,NCU05,11.8,Low_Fat,0.058736238,Health and Hygiene,78.5618,OUT046,1997,Small,Tier 1,Supermarket Type1,1276.994849208697
5002,FDE02,8.71,Low_Fat,0.121438886,Canned,93.6778,OUT049,1999,Medium,Tier 1,Supermarket Type1,1620.738259944781
5003,FDL25,6.92,Regular,0.13090015800000002,Breakfast,91.2804,OUT035,2004,Small,Tier 2,Supermarket Type1,1719.2439074034337
5004,FDC50,15.85,Low_Fat,0.13671013099999998,Canned,94.1094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1577.6926795418076
5005,FDZ32,7.785,Regular,0.038192036,Fruits and Vegetables,106.5964,OUT049,1999,Medium,Tier 1,Supermarket Type1,1902.6842025727292
5008,FDB26,14.0,Regular,0.031316107999999995,Canned,52.56399999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,965.618339213228
5010,FDP01,20.75,Regular,0.06358391099999999,Breakfast,153.7682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2282.8179451120577
5012,FDM60,12.35,Regular,0.047910156,Baking Goods,39.8138,OUT027,1985,Medium,Tier 3,Supermarket Type3,2084.2635066240573
5015,FDH40,11.6,Regular,0.078914647,Frozen Foods,83.1276,OUT035,2004,Small,Tier 2,Supermarket Type1,1405.2514609925693
5016,FDG40,12.35,Low_Fat,0.06972729,Frozen Foods,33.2558,OUT019,1985,Small,Tier 1,Grocery Store,-1401.4229186454431
5017,FDT12,6.215,Regular,0.04969885,Baking Goods,223.9062,OUT049,1999,Medium,Tier 1,Supermarket Type1,3747.119433887381
5019,FDT47,5.26,Regular,0.024608674,Breads,98.8068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1365.1297508866992
5021,DRF51,12.35,Low_Fat,0.165035146,Dairy,37.6506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1916.8417619144766
5022,NCK31,10.895,Low_Fat,0.027089826,Others,50.6666,OUT049,1999,Medium,Tier 1,Supermarket Type1,869.8772545789252
5024,FDM44,12.5,Low_Fat,0.031043803,Fruits and Vegetables,101.799,OUT035,2004,Small,Tier 2,Supermarket Type1,1786.385166353386
5025,FDD46,6.035,Low_Fat,0.14183142699999998,Snack Foods,152.4998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2159.5314651949448
5026,FDR27,12.35,Regular,0.168259451,Meat,130.4942,OUT019,1985,Small,Tier 1,Grocery Store,187.74368106298607
5028,FDM02,12.5,Regular,0.07384969599999999,Canned,86.3198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1502.656894801441
5029,FDU45,15.6,Regular,0.035650779,Snack Foods,112.9518,OUT018,2009,Medium,Tier 3,Supermarket Type2,1509.4698288911477
5032,FDR27,15.1,Regular,0.09608226,Meat,134.2942,OUT035,2004,Small,Tier 2,Supermarket Type1,2255.94947472938
5033,FDF33,7.97,Low_Fat,0.021517566,Seafood,108.2596,OUT013,1987,High,Tier 3,Supermarket Type1,1894.7722182308698
5034,FDJ36,14.5,Regular,0.128260071,Baking Goods,104.1332,OUT046,1997,Small,Tier 1,Supermarket Type1,1624.1766880404411
5035,FDP33,18.7,Low_Fat,0.089411048,Snack Foods,254.8672,OUT049,1999,Medium,Tier 1,Supermarket Type1,4143.646088955801
5036,FDG17,6.865,Regular,0.035840212,Frozen Foods,245.0486,OUT046,1997,Small,Tier 1,Supermarket Type1,3958.5230272754525
